Fiscal_Year,Agency_Budget_Code,Agency_Acronym,Agency_Full_Name_,Measure_Name,Data_Type_Formula,Measure_Type,Directionality,Frequency,YE_Target,Q1_Actual,Q2_Actual,Q3_Actual,Q4_Actual,YE_Actual,YE_Rating_%,Rating,Budget_Program,OBJECTID
2013,KT0,DPW,"Public Works, Department of",Percent of call-in requests for Residential Parking Permit (RPP) enforcement responded to within 4 hours,Percentage,Efficiency,Up is Better,Quarterly,98,98.88,99.17,100,98.57,99.17, > 100%,Fully Achieved,PARKING ENFORCEMENT MANAGEMENT                    ,817
2013,KT0,DPW,"Public Works, Department of",Percent of challenged parking tickets upheld by adjudication,Percentage,Efficiency,Neutral,Quarterly,0,99.84,99.34,99.42,99.17,99.42,Not Rated W,Workload Measure,AGENCY FINANCIAL OPERATIONS,818
2013,KT0,DPW,"Public Works, Department of",Percent of enforcement requests investigated within 5 business days of request,Percentage,Efficiency,Neutral,Annual,99,,,,72.43,72.43,Not Rated B,Baseline Measure,AGENCY MANAGEMENT,819
2013,KT0,DPW,"Public Works, Department of",Percent of general enforcement requests responded to within 4 hours,Percentage,Efficiency,Up is Better,Quarterly,98,99.39,98.35,99.96,99.48,99.34, > 100%,Fully Achieved,PARKING ENFORCEMENT MANAGEMENT                    ,820
2013,KT0,DPW,"Public Works, Department of",Percent of mechanics with at least one ASE or professional certification,Percentage,Outcome,Up is Better,Quarterly,27,50.79,54.84,60,59.67,56.25, > 100%,Fully Achieved,FLEET MANAGEMENT,821
2013,KT0,DPW,"Public Works, Department of",Percent of missed recycling collection requests resolved within 48 hours,Percentage,Efficiency,Neutral,Annual,99,,,,83.41,83.41,Not Rated B,Baseline Measure,AGENCY MANAGEMENT,822
2013,KT0,DPW,"Public Works, Department of",Percent of missed trash collection requests resolved within 48 hours,Percentage,Efficiency,Neutral,Annual,99,,,,89.11,89.11,Not Rated B,Baseline Measure,AGENCY MANAGEMENT,823
2013,KT0,DPW,"Public Works, Department of",Percent of reported abandoned vehicles on public space resolved within 5 business days,Percentage,Efficiency,Up is Better,Quarterly,90,98.92,98.92,98.74,99.37,98.99, > 100%,Fully Achieved,PARKING ENFORCEMENT MANAGEMENT                    ,824
2013,KT0,DPW,"Public Works, Department of",Percent of residential recycling collection routes completed on the scheduled day [One City Action 3.6.2],Percentage,Efficiency,Up is Better,Quarterly,99.8,96.18,97.84,99.92,100,98.51,98.71%,Partially Achieved,SOLID WASTE MANAGEMENT                            ,825
2013,KT0,DPW,"Public Works, Department of",Percent of sanitation enforcement requests resolved within 5 business days,Percentage,Efficiency,Up is Better,Quarterly,95,70.81,72.84,67.13,67.67,69.21,72.86%,Not Achieved,SOLID WASTE MANAGEMENT                            ,826
2013,KT0,DPW,"Public Works, Department of","Percent of the District�s Gateways, commercial and residential areas rated �clean� or �moderately  clean��",Raw Number,Quality,Up is Better,Annual,95,,,,92.3,92.3,97.16%,Partially Achieved,SOLID WASTE MANAGEMENT                            ,827
2013,KT0,DPW,"Public Works, Department of",Percent of trash collection routes completed on the scheduled day,Percentage,Efficiency,Up is Better,Quarterly,99.8,98.71,99.45,100,100,99.54,99.74%,Partially Achieved,SOLID WASTE MANAGEMENT                            ,828
2013,KT0,DPW,"Public Works, Department of",Percentage change of preventable collisions compared to FY 2010 baseline (baseline year = 154),Raw Number,Outcome,Down is Better,Quarterly,95.48,19,6,30,27,82, > 100%,Fully Achieved,SOLID WASTE MANAGEMENT                            ,829
2013,KT0,DPW,"Public Works, Department of",Percentage increase in agency compliance with preventive maintenance appointments (FY baseline = 90.74%),Percentage,Efficiency,Up is Better,Quarterly,92.55,40,75.43,54.95,58.94,56.82,61.40%,Not Achieved,FLEET MANAGEMENT,830
2013,KT0,DPW,"Public Works, Department of",Percentage increase in citywide compliance with preventive maintenance appointments,Percentage,Efficiency,Up is Better,Quarterly,77.57,52.53,83.75,85.23,85.96,75.56,97.41%,Partially Achieved,FLEET MANAGEMENT,831
2013,KT0,DPW,"Public Works, Department of","Percentage light vehicle maintenance (excluding engine, transmission and body work) completed within 24 hours",Percentage,Efficiency,Up is Better,Quarterly,60,60.65,87.62,85.08,78.67,78.41, > 100%,Fully Achieved,FLEET MANAGEMENT,832
2013,KT0,DPW,"Public Works, Department of","Percentage of light vehicles exceeding replacement criteria (after pending orders fulfilled) (Industry mean = 15.50%; median = 10.37%)",Percentage,Demand,Neutral,Quarterly,0,19.6,18.6,16.45,14.92,17.39,Not Rated W,Workload Measure,AGENCY MANAGEMENT,833
2013,KT0,DPW,"Public Works, Department of",Percentage reduction of petroleum fuel usage,Raw Number,Outcome,Up is Better,Quarterly,4342169.33,795954.02,802012.14,775182.72,794980.26,3168129.14,72.96%,Not Achieved,FLEET MANAGEMENT,834
2013,KT0,DPW,"Public Works, Department of",Residential recycling diversion rate,Percentage,Outcome,Up is Better,Quarterly,25,33.5,28.57,23.72,25.43,27.97, > 100%,Fully Achieved,SOLID WASTE MANAGEMENT                            ,835
2013,KT0,DPW,"Public Works, Department of","Tons collected from street cleaning activities (i.e., mechanical sweeping, alley cleaning, manual cleaning, litter cans, and carts) ",Raw Number,Demand,Neutral,Quarterly,0,9181,9921,12545,13395,45042,Not Rated W,Workload Measure,SOLID WASTE MANAGEMENT                            ,836
2013,KT0,DPW,"Public Works, Department of",Tons of food waste diverted [One City Action 3.6.2],Raw Number,Output,Neutral,Quarterly,0,0,0,0,0,0,Not Rated W,Workload Measure,SOLID WASTE MANAGEMENT                            ,837
2013,KT0,DPW,"Public Works, Department of",Tons of household and bulk trash generated per total number of residents served by DPW,Raw Number,Demand,Neutral,Quarterly,0,0.23,0.21,0.25,0.23,0.92,Not Rated W,Workload Measure,SOLID WASTE MANAGEMENT                            ,838
2013,KT0,DPW,"Public Works, Department of",Total number of parking tickets issued,Raw Number,Demand,Neutral,Quarterly,0,313981,321829,366018,343492,1345320,Not Rated W,Workload Measure,PARKING ENFORCEMENT MANAGEMENT                    ,839
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# graffiti removed in commercial corridors,Raw Number,Output,Up is Better,Quarterly,2000,1023,156,185,300,1664,83.20%,Partially Achieved,COMMERCIAL REVITALIZATION,840
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of Business Improvement Districts (BIDs),Raw Number,Demand,Neutral,Annual,0,,,,9,9,Not Rated W,Workload Measure,COMMERCIAL REVITALIZATION,841
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of Certified Business Enterprises ,Raw Number,Demand,Neutral,Annual,0,,,,1150,1150,Not Rated W,Workload Measure,CERTIFICATION                                     ,842
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of DC Main Street Organizations,Raw Number,Demand,Neutral,Annual,0,,,,7,7,Not Rated W,Workload Measure,COMMERCIAL REVITALIZATION,843
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of DSLBD Clients obtaining HUB Zone and 8(a) certification,Raw Number,Outcome,Neutral,Quarterly,0,0,0,32,78,110,Not Rated W,Workload Measure,BUSINESS OPP AND ACCESS TO CAPITAL                ,844
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of District Agencies monitored for  Certified Small Business Enterprise (CSBE) compliance ,Raw Number,Output,Neutral,Annual,0,,,,79,79,Not Rated W,Workload Measure,CERTIFICATION                                     ,845
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of Small Business Trade Missions ,Raw Number,Output,Neutral,Quarterly,0,0,0,0,3,3,Not Rated W,Workload Measure,BUSINESS OPP AND ACCESS TO CAPITAL                ,846
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of Streetscape Loan applications received,Raw Number,Demand,Neutral,Annual,0,,,,16,16,Not Rated W,Workload Measure,COMMERCIAL REVITALIZATION,847
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of certification applications processed,Raw Number,Output,Up is Better,Quarterly,1150,271,255,360,300,1186, > 100%,Fully Achieved,CERTIFICATION                                     ,848
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of certification applications received ,Raw Number,Demand,Neutral,Quarterly,0,263,302,318,301,1184,Not Rated W,Workload Measure,CERTIFICATION                                     ,849
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of small business participants in training and education activities,Raw Number,Output,Up is Better,Quarterly,3000,552,760,901,1841,4054, > 100%,Fully Achieved,BUSINESS OPP AND ACCESS TO CAPITAL                ,850
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# of small businesses participating in international business matching activities (exporting activities).  ,Raw Number,Outcome,Up is Better,Quarterly,15,0,1,2,14,17, > 100%,Fully Achieved,BUSINESS OPP AND ACCESS TO CAPITAL                ,851
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# trashbags collected in commercial corridors,Raw Number,Output,Up is Better,Quarterly,150000,24741,29930,18340,24336,97347,64.90%,Not Achieved,COMMERCIAL REVITALIZATION,852
2013,EN0,DSLBD,"Small and Local Business Development, Department of",# webpage views ,Raw Number,Output,Up is Better,Quarterly,117500,39125,52996,52663,48486,193270, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,853
2013,EN0,DSLBD,"Small and Local Business Development, Department of",% of District Agencies who met 50% CSBE set aside goal,Percentage,Outcome,Neutral,Annual,0,,,,26.58,26.58,Not Rated W,Workload Measure,CERTIFICATION                                     ,854
2013,EN0,DSLBD,"Small and Local Business Development, Department of",% of certification applications processed within 45 business days,Percentage,Efficiency,Up is Better,Quarterly,85,92.25,85.49,87.5,96,90.3, > 100%,Fully Achieved,CERTIFICATION                                     ,855
2013,EN0,DSLBD,"Small and Local Business Development, Department of",Average # of business days for certification application determinations,Raw Number,Efficiency,Down is Better,Quarterly,30,0,0,0,35,35,86%,Partially Achieved,CERTIFICATION                                     ,856
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",% of Direct Care Staff Trained in Positive Youth Development,Percentage,Demand,Up is Better,Quarterly,80,,67.22,73.7,81.57,74.03,93%,Partially Achieved,AGENCY MANAGMENT PROGRAM                          ,857
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",% of YDR positions vacant,Percentage,Efficiency,Down is Better,Quarterly,10,11.47,2.95,2.58,6.64,5.97, > 100%,Fully Achieved,RESOURCE MANAGEMENT & UTILIZATION DIV             ,858
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",% of YDR staff in full compliance with training requirements,Percentage,Outcome,Up is Better,Quarterly,80,,62.46,65.98,72.09,66.71,83%,Partially Achieved,RESOURCE MANAGEMENT & UTILIZATION DIV             ,859
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",% of committed youth connected to school or work at six month intervals from the date of their enrollment in the Service Coalition,Percentage,Outcome,Up is Better,Quarterly,60,58.27,58.97,66.42,83.33,66.86, > 100%,Fully Achieved,COMMITTED YOUTH SERVICES,860
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of","% of committed youth connected to school, work and positive adult at six month intervals from the date of their release from the DC Model Unit Program",Percentage,Output,Up is Better,Quarterly,80,86.67,66.67,93.75,86.67,85.45, > 100%,Fully Achieved,COMMITTED YOUTH SERVICES,861
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",% of committed youth in out-of-state residential placements,Percentage,Output,Down is Better,Quarterly,15,17.44,16.57,19.72,21.43,18.63,80.50%,Partially Achieved,COMMITTED YOUTH SERVICES,862
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",% of newly committed youth that undergo a com-plete case planning process and are in placements and receiving services consistent with their Youth Family Team Meeting action plan,Percentage,Output,Up is Better,Quarterly,95,90.7,97.5,89.13,62.22,84.48,88.93%,Partially Achieved,COMMITTED YOUTH SERVICES,863
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",% of youth receiving medical and mental health screening within four hours of admission to YSC,Percentage,Efficiency,Up is Better,Quarterly,95,,98.95,96.8,98.97,98.19, > 100%,Fully Achieved,DETAINED YOUTH SERVICES,864
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",Average Caseload - case manager to committed youth ratio,Ratio,Efficiency,Down is Better,Quarterly,25,21.5,20.59,22.64,20.07,21.17, > 100%,Fully Achieved,COMMITTED YOUTH SERVICES,865
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of","Rate of injuries to youth as a result of assaults at Youth Services Center per 1,000 bed nights",Ratio,Quality,Down is Better,Quarterly,6.5,8.51,6.23,10.43,12.21,9.39,69.21%,Not Achieved,DETAINED YOUTH SERVICES,866
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of","Rate of injuries to youth from assaults at New Begin-nings Youth Development Center per 1,000 bed nights",Ratio,Quality,Down is Better,Quarterly,7,3.24,6.41,4.49,5.26,4.86, > 100%,Fully Achieved,COMMITTED YOUTH SERVICES,867
2013,JZ0,DYRS,"Youth Rehabilitation Services, Department of",Recidivism rate for youth released from the DC Model Unit program within six months of the date of their release,Percentage,Outcome,Down is Better,Quarterly,30,20,11.11,31.25,15.38,20.75, > 100%,Fully Achieved,COMMITTED YOUTH SERVICES,868
2013,AA0,EOM,"Mayor, Office of the",Freedom of Information Act Request,Raw Number,Demand,Neutral,Annual,0,,,,60,60,Not Rated W,Workload Measure,OFFICE OF THE MAYOR                               ,869
2013,AA0,EOM,"Mayor, Office of the",Number of Boards and Commissions without a quorum,Raw Number,Output,Down is Better,Quarterly,0,,,,1,1,No Data,Not Rated Insufficient Data,OFFICE OF BOARDS & COMMISSIONS                    ,870
2013,AA0,EOM,"Mayor, Office of the",Number of Correspondence Received,Raw Number,Demand,Neutral,Annual,0,,,,11390,11390,Not Rated W,Workload Measure,OFFICE OF THE MAYOR                               ,871
2013,AA0,EOM,"Mayor, Office of the",Number of Twitter Followers,Raw Number,Output,Up is Better,Annual,9000,,,,17120,17120, > 100%,Fully Achieved,OFFICE OF THE MAYOR                               ,872
2013,AA0,EOM,"Mayor, Office of the",Number of appointment to boards and commission,Raw Number,Output,Up is Better,Quarterly,260,,,,523,523, > 100%,Fully Achieved,OFFICE OF BOARDS & COMMISSIONS                    ,873
2013,AA0,EOM,"Mayor, Office of the",Number of bills introduced to Council to achieve the Top 3 One City Goals,Raw Number,Output,Up is Better,Annual,70,,,,80,80, > 100%,Fully Achieved,OFFICE OF POLICY & LEGISLATIVE AFFAIRS            ,874
2013,AA0,EOM,"Mayor, Office of the",Number of constituent request,Raw Number,Demand,Neutral,Annual,0,,,,1035,1035,Not Rated W,Workload Measure,OFFICE OF COMMUNITY AFFAIRS                       ,875
2013,AA0,EOM,"Mayor, Office of the",Number of grade.dc.gov reviews,Raw Number,Output,Up is Better,Annual,6500,,,,16543,16543, > 100%,Fully Achieved,OFFICE OF THE MAYOR                               ,876
2013,AA0,EOM,"Mayor, Office of the",Number of outreach events for all community affairs offices,Raw Number,Output,Up is Better,Annual,70,,,,73,73, > 100%,Fully Achieved,OFFICE OF COMMUNITY AFFAIRS                       ,877
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,Analytical reports produced to support Partnership for Success (formerly Juvenile Stat) sessions.,Percentage,Output,Up is Better,Quarterly,100,100,100,100,100,100,100%,Fully Achieved,,878
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,Collaboration and Planning,Percentage,Output,Up is Better,Quarterly,100,100,66.67,100,100,91.67,92%,Partially Achieved,,879
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,Issue research reports within the agreed-upon timeframe,Percentage,Output,Up is Better,Quarterly,100,,100,,,100,100.00%,Fully Achieved,,880
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,JDAI Reports and Evaluations Produced,Percentage,Outcome,Up is Better,Quarterly,100,100,66.67,100,100,91.67,92%,Partially Achieved,,881
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,JUSTIS user friendliness,Percentage,Quality,Up is Better,Annual,95,,,,90.15,90.15,95%,Fully Achieved,,882
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,Number of JUSTIS data audits held timely ,Percentage,Output,Up is Better,Quarterly,100,,,100,100,100,100%,Fully Achieved,INTEGRATED INFORMATION SYSTEM,883
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,Number of JUSTIS training sessions held timely,Percentage,Output,Up is Better,Quarterly,100,100,100,100,100,100,100.00%,Fully Achieved,INTEGRATED INFORMATION SYSTEM,884
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,Periodic Sessions on GunStats held timely,Percentage,Output,Up is Better,Quarterly,100,100,100,100,100,100,100%,Fully Achieved,,885
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,Release of policy guidance reports in a timely manner,Percentage,Output,Up is Better,Quarterly,100,,,,,0,No Data,Not Rated Insufficient Data,,886
2013,FJ0,EOM-CJCC,Criminal Justice Coordinating Council,Satisfaction with JUSTIS experience,Percentage,Quality,Up is Better,Annual,95,,,,94.02,94.02,99%,Fully Achieved,,887
2013,GW0,EOM-DME,"Deputy Mayor for Education, Office of the",% of UDC-CC students age 24 or younger who complete a certificate program within 2 years,Percentage,Outcome,Up is Better,Annual,57,,,,,0,No Data,Not Rated Insufficient Data,,888
2013,GW0,EOM-DME,"Deputy Mayor for Education, Office of the",% of students who complete a Bachelors degree within 6 years of HS graduation,Percentage,Outcome,Neutral,Annual,0,,,,,0,Not Rated W,Workload Measure,,889
2013,GW0,EOM-DME,"Deputy Mayor for Education, Office of the",% of students who complete an Associates degree within 3 years of HS graduation,Percentage,Outcome,Neutral,Annual,0,,,,,0,Not Rated W,Workload Measure,,890
2013,GW0,EOM-DME,"Deputy Mayor for Education, Office of the",Nonpublic enrollment,Raw Number,Outcome,Down is Better,Quarterly,1350,,,,1153,1153, > 100%,Fully Achieved,,891
2013,GW0,EOM-DME,"Deputy Mayor for Education, Office of the",Percentage of kindergarten aged-children meeting the Districts Kindergarten Readiness Assessment,Percentage,Outcome,Neutral,Annual,0,,,,,0,Not Rated W,Workload Measure,,892
2013,HG0,EOM-DMHHS,"Deputy Mayor for Health and Human Svcs, Office of",Number of Cluster Agencies that Stay Within Budget,Raw Number,Outcome,Up is Better,Annual,7,,,,7,7,100.00%,Fully Achieved,,893
2013,HG0,EOM-DMHHS,"Deputy Mayor for Health and Human Svcs, Office of",Number of Consent Decrees/Settlement Agreements Where Progress Has Been Made,Raw Number,Outcome,Up is Better,Annual,5,,,,5,5,100.00%,Fully Achieved,,894
2013,HG0,EOM-DMHHS,"Deputy Mayor for Health and Human Svcs, Office of",Number of Interagency Intiatives Implemented,Raw Number,Output,Up is Better,Annual,5,,,,6,6, > 100%,Fully Achieved,,895
2013,EB0,EOM-DMPED,"Deputy Mayor for Planning and Economic Development, Office of the",# of RFPs issued,Raw Number,Output,Up is Better,Annual,5,,,,7,7, > 100%,Fully Achieved,AGENCY FINANCIAL OPERATIONS,896
2013,EB0,EOM-DMPED,"Deputy Mayor for Planning and Economic Development, Office of the",# of affordable housing units for DMPED projects ,Raw Number,Outcome,Up is Better,Annual,510,,,,1144,1144, > 100%,Fully Achieved,AGENCY FINANCIAL OPERATIONS,897
2013,EB0,EOM-DMPED,"Deputy Mayor for Planning and Economic Development, Office of the",# of community economic development meetings held,Raw Number,Output,Up is Better,Annual,65,,,,127,127, > 100%,Fully Achieved,AGENCY FINANCIAL OPERATIONS,898
2013,EB0,EOM-DMPED,"Deputy Mayor for Planning and Economic Development, Office of the",# of project closings,Raw Number,Output,Up is Better,Annual,9,,,,13,13, > 100%,Fully Achieved,AGENCY FINANCIAL OPERATIONS,899
2013,EB0,EOM-DMPED,"Deputy Mayor for Planning and Economic Development, Office of the",# of site tours conducted to market District-wide projects,Raw Number,Output,Up is Better,Annual,5,,,,13,13, > 100%,Fully Achieved,AGENCY FINANCIAL OPERATIONS,900
2013,EB0,EOM-DMPED,"Deputy Mayor for Planning and Economic Development, Office of the",Active business relocation/expansion leads,Raw Number,Outcome,Neutral,Annual,0,,,,217,217,Not Rated W,Workload Measure,DEPUTY MAYOR FOR PLANNING AND ECONOMIC            ,901
2013,EB0,EOM-DMPED,"Deputy Mayor for Planning and Economic Development, Office of the",Total square footage of federal govenment agencies within the District (owned and leased),Raw Number,Outcome,Neutral,Annual,0,,,,54000000,54000000,Not Rated W,Workload Measure,DEPUTY MAYOR FOR PLANNING AND ECONOMIC            ,902
2013,EB0,EOM-DMPED,"Deputy Mayor for Planning and Economic Development, Office of the",Value of projects under construction,Raw Number,Output,Up is Better,Annual,1.9,,,,3.7,3.7, > 100%,Fully Achieved,AGENCY FINANCIAL OPERATIONS,903
2013,AE0,EOM-OCA,"City Administrator, Office of the",Number of Quarterly Briefings with labor Leaders hosted by the City Administrator,Raw Number,Output,Up is Better,Semi-annual,4,,,,3,3,75%,Partially Achieved,LABOR RELATIONS & COLLECTIVE BARGAINING           ,904
2013,AE0,EOM-OCA,"City Administrator, Office of the",Percent of District agencies completing a Fiscal Year Performance Plan,Percentage,Output,Up is Better,Annual,95,,,,101.43,101.43, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,905
2013,AE0,EOM-OCA,"City Administrator, Office of the",Percent of District agencies participating in the Performance Management Program completed training,Percentage,Output,Up is Better,Annual,95,,,,72.22,72.22,76%,Partially Achieved,AGENCY MANAGEMENT PROGRAM,906
2013,AE0,EOM-OCA,"City Administrator, Office of the",Percent of Fiscal Year agency Key Performance Indicators either fully or partially achieved,Percentage,Output,Up is Better,Annual,70,,,,85.67,85.67, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,907
2013,AE0,EOM-OCA,"City Administrator, Office of the",Percentage of Action items achieved in the One City Action Plan,Percentage,Output,Up is Better,Annual,25,,,,28.79,28.79, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,908
2013,AE0,EOM-OCA,"City Administrator, Office of the",Percentage of Fiscal Year agency initiatives either fully or partially achieved,Percentage,Output,Up is Better,Annual,95,,,,90.81,90.81,96%,Partially Achieved,AGENCY MANAGEMENT PROGRAM,909
2013,AE0,EOM-OCA,"City Administrator, Office of the",Percentage of long term indicators achieved  in the One City Action Plan,Percentage,Output,Up is Better,Annual,26,,,,22.84,22.84,87.85%,Partially Achieved,AGENCY MANAGEMENT PROGRAM,910
2013,AE0,EOM-OCA,"City Administrator, Office of the",Total number of DC STAT sessions held,Raw Number,Output,Up is Better,Semi-annual,15,,,16,,16, > 100%,Fully Achieved,AGENCY MANAGEMENT PROGRAM,911
2013,FB0,FEMS,Fire and Emergency Medical Services,% decrease in 911 usage by Street Calls patients in a cohort.*,Percentage,Outcome,Up is Better,Quarterly,50,22.65,32.29,19.28,21.93,24.04,48%,Not Achieved,OPERATIONS SUPPORT,912
2013,FB0,FEMS,Fire and Emergency Medical Services,% of critical medical calls with first EMT arriving within 6 minutes 30 seconds dispatch to scene.*,Percentage,Demand,Up is Better,Quarterly,90,82.55,82.96,92.75,92.79,87.91,97.67%,Partially Achieved,FIELD OPERATIONS,913
2013,FB0,FEMS,Fire and Emergency Medical Services,"% of critical medical calls with first paramedic arriving within 8 minutes, dispatch to scene.*",Percentage,Demand,Up is Better,Quarterly,90,77.21,77.27,85.16,85.85,81.51,90.57%,Partially Achieved,FIELD OPERATIONS,914
2013,FB0,FEMS,Fire and Emergency Medical Services,"% of critical medical calls with first transport unit arriving within 12 minutes, dispatch to scene.",Percentage,Demand,Up is Better,Quarterly,90,87.68,87.04,91.94,92.7,89.92,99.91%,Partially Achieved,FIELD OPERATIONS,915
2013,FB0,FEMS,Fire and Emergency Medical Services,% of heavy duty emergency vehicle fleet (fire trucks and other vehicles) available for daily operation.*,Percentage,Output,Up is Better,Quarterly,85,75.8,79.95,61.3,,72.41,85.19%,Partially Achieved,OPERATIONS SUPPORT,916
2013,FB0,FEMS,Fire and Emergency Medical Services,% of hospital drop times of 30 minutes or less.,Percentage,Efficiency,Up is Better,Quarterly,50,26.03,24.21,23.34,20.61,23.52,47.04%,Not Achieved,FIELD OPERATIONS,917
2013,FB0,FEMS,Fire and Emergency Medical Services,% of light duty emergency vehicle fleet (command and support vehicles) available for daily operation.*,Percentage,Output,Up is Better,Quarterly,90,96.76,95.11,88.4,,93.56, > 100%,Fully Achieved,OPERATIONS SUPPORT,918
2013,FB0,FEMS,Fire and Emergency Medical Services,% of medium duty emergency vehicle fleet (ambulances and other vehicles) available for daily operation.*,Percentage,Output,Up is Better,Quarterly,85,77.17,79.46,38.81,,65.72,77.32%,Partially Achieved,OPERATIONS SUPPORT,919
2013,FB0,FEMS,Fire and Emergency Medical Services,% of patients in full cardiac arrest who have specified rhythms upon delivery to a medical facility.*,Percentage,Outcome,Up is Better,Quarterly,25,26.35,18.25,19.63,26.28,23.09,92%,Partially Achieved,OPERATIONS SUPPORT,920
2013,FB0,FEMS,Fire and Emergency Medical Services,% of patients surveyed indicating they were �satisfied� or �very satisfied� with Fire and EMS services during a Fire or EMS call.,Percentage,Outcome,Up is Better,Quarterly,90,91.63,,92.83,90.68,91.76, > 100%,Fully Achieved,OPERATIONS SUPPORT,921
2013,FB0,FEMS,Fire and Emergency Medical Services,% of residential structure fires contained to the floor or structure of origin.*,Percentage,Demand,Down is Better,Quarterly,20,15.13,13.39,19.11,16.03,15.61, > 100%,Fully Achieved,FIRE PREVENTION AND EDUCATION,922
2013,FB0,FEMS,Fire and Emergency Medical Services,% of residential structure fires contained to the object or room of origin.*,Percentage,Demand,Up is Better,Quarterly,80,82.77,79.46,77.07,82.69,80.65, > 100%,Fully Achieved,FIRE PREVENTION AND EDUCATION,923
2013,FB0,FEMS,Fire and Emergency Medical Services,"% of structure fire calls with first fire truck arriving within 6 minutes, 30 seconds dispatch to scene.*",Percentage,Demand,Up is Better,Quarterly,90,97.23,96.56,98.16,98.1,97.48, > 100%,Fully Achieved,FIELD OPERATIONS,924
2013,FB0,FEMS,Fire and Emergency Medical Services,.End-of-fiscal year number of civilian fire injuries.*,Raw Number,Outcome,Down is Better,Quarterly,50,23,13,14,21,71,70.42%,Not Achieved,FIRE PREVENTION AND EDUCATION,925
2013,FB0,FEMS,Fire and Emergency Medical Services,Average hospital drop time.,Ratio,Input,Down is Better,Quarterly,30,41.8,42.37,42,43.75,42.48,70.62%,Not Achieved,FIELD OPERATIONS,926
2013,FB0,FEMS,Fire and Emergency Medical Services,Average response time of first arriving EMT to critical medical calls.,Ratio,Input,Down is Better,Quarterly,5,4.85,4.85,3.98,4.03,4.43, > 100%,Fully Achieved,FIELD OPERATIONS,927
2013,FB0,FEMS,Fire and Emergency Medical Services,Average response time of first arriving ambulance to critical medical calls.,Ratio,Input,Down is Better,Quarterly,9,7.6,7.68,6.48,6.45,7.05, > 100%,Fully Achieved,FIELD OPERATIONS,928
2013,FB0,FEMS,Fire and Emergency Medical Services,Average response time of first arriving fire truck to structure fire calls.,Ratio,Input,Down is Better,Quarterly,4,2.7,2.63,2.55,2.53,2.6, > 100%,Fully Achieved,FIELD OPERATIONS,929
2013,FB0,FEMS,Fire and Emergency Medical Services,Average response time of first arriving paramedic to critical medical calls.,Ratio,Input,Down is Better,Quarterly,6,6.37,6.42,5.42,5.4,5.9, > 100%,Fully Achieved,FIELD OPERATIONS,930
2013,FB0,FEMS,Fire and Emergency Medical Services,Average time in days to close Mayoral customer service work flows.,Raw Number,Output,Down is Better,Annual,7,,,6,,6, > 100%,Fully Achieved,ADMINISTRATIVE SUPPORT,931
2013,FB0,FEMS,Fire and Emergency Medical Services,End-of-fiscal year % change in number of structural fires.*,Percentage Change Over Time,Outcome,Down is Better,Annual,-5,,,,,12.11,-242.27%,Not Achieved,FIRE PREVENTION AND EDUCATION,932
2013,FB0,FEMS,Fire and Emergency Medical Services,End-of-fiscal year number of civilian fire fatalities.*,Raw Number,Outcome,Down is Better,Quarterly,5,3,3,2,0,8,62.50%,Not Achieved,FIRE PREVENTION AND EDUCATION,933
